platform,product_id,rating,comment,Quality,Price,Delivery,Service
shopee,24284124952,1,"Khong biet sp dung kieu gì , bàn ủi không nóng là quần áo không được",-1,-1,-1,-1
shopee,24284124952,1,"Chất lượng sản phẩm:ít tốt (Trầy sướt quá nhìu) Tính năng nổi bật:ko có Đúng với mô tả:Ko  Không như mong đợi của tôi, hàng ủi không được, còn kêu xè xè nữa chớ, hàng giỏm mn đừg mua nhan, hàng feke ó mn đừg mua shop này chi tuy nó để nhìu ng mua nhưng hàng rất kém chất lượng",-1,-1,-1,-1
shopee,24284124952,1,Sản phẩm không dùng được  Đã yêu đổi hàng nhưng không động tĩnh gì,-1,-1,-1,-1
shopee,24284124952,1,Hàng lỗi hỏi shop éo tl Sai lầm khi mua đồ rẻ,-1,-1,-1,-1
shopee,24284124952,1,Ngoại hình thì đc Nhưng dùng thì chả ra làm sao;là cái áo thun còn khó,-1,-1,-1,-1
shopee,24284124952,1,"Tính năng nổi bật:Không nên mua. chất lượng kém, ủi mỏi tay mà đồ vẫn ko phẳng",-1,-1,-1,-1
shopee,24284124952,1,Để là bàn ủi hơi nước mà k ủi ra hơi cai lổ hơi 1 nẻo lổ xịt 1 nẻo m né shop này ra,-1,-1,-1,-1
shopee,24284124952,1,Sản phẩm không nóng chỉ có hơi ấm thôi ủi không được gì hết yêu cầu trả hàng hoàn tiền không thì đổi sản phẩm khác dùm,-1,-1,-1,-1
shopee,24284124952,1,quá tệ k nóng gì chỉ hơi ấm ấm và k hề cải thiện dc 1 tí xíu nào các nếp nhăn trên quần áo . là cũng như k là k cải thiện dc gì tuy rẻ nhưng vẫn k nên mua vì phí tiền chả giúp ích dc gì cả,-1,-1,-1,-1
shopee,24284124952,1,Chất lượng sản phẩm:kém  Mình mua rồi xuống rồi hầu như là không là được quần áo. Chất lượng sản phẩm kém,-1,-1,-1,-1
shopee,24284124952,1,Mua cái bàn ủi xong test luôn mà nguyên 2h chx xong đc cái quần,-1,-1,-1,-1
shopee,24284124952,1,"chưa dùng thử nhưng nhận về hàng ướt sũng nước, đồ điện tử rất lo ngại về vấn đề an toàn khi bị ngâm nước liên tục",-1,-1,-1,-1
shopee,24284124952,1,Chất lượng thua đồ chơi em bé. K có 1’xíu hiệu quả,-1,-1,-1,-1
shopee,24284124952,1,"Tính năng nổi bật:giả Đúng với mô tả:hàng giả Chất lượng sản phẩm:giả  Mua bàn ủi, giao micro. Giao sai hàng. Trên đơn rành rành mà bán hàng vậy. Shop lừa đảo bán giả mạo. Micro giao cũng không sài được luôn. Hàng như đồ chơi con nít quá thất vọng. Shopee dạo này nhiều shop như vầy quá.",-1,-1,-1,-1
shopee,24284124952,1,"K nóng, ủi vài k thẳng 🙂",-1,-1,-1,-1
shopee,24284124952,1,K thay mieng hơi lun ui cug k thăng gi het,-1,-1,-1,-1
shopee,24284124952,1,"mình ủi quần áo k phẳng nhé, quá thất vọng!!!",-1,-1,-1,-1
shopee,24284124952,1,Mua ve phí tiền ủi kém k thẳng vải,-1,-1,-1,-1
shopee,24284124952,1,Đúng với mô tả:k hiệu quả,-1,-1,-1,-1
shopee,24284124952,1,Tính năng nổi bật:là mãi không thắng,-1,-1,-1,-1
shopee,24284124952,1,Nóng khá lâu và yếu,-1,-1,-1,-1
shopee,24284124952,1,nhiệt yếu trả hàng thì kcho chịu luôn,-1,-1,-1,-1
shopee,22462146880,2,Hộp thì móp méo tùm lum mở ra đã bể 1 miếng,-1,-1,-1,-1
shopee,22462146880,2,"Chất lượng sản phẩm:hàng k chắc chắn. Mới nhận hàng nhưng đã bị bung, nhìn giống đồ chơi hơn. Chất lượng k tốt như hình.  Nhận hàng rất thất vọng.",-1,-1,-1,-1
shopee,22462146880,2,Đúng với mô tả:không giống mô tả Chất lượng sản phẩm:mỏng  Bình có 1.5l mà để 2.5l. Đun được 1.5l nước thôi. Bình mỏng tệ,-1,-1,-1,-1
shopee,22462146880,2,Tính năng nổi bật:nhìn đẹp chưa SD nên không thể nói gì,-1,-1,-1,-1
shopee,22462146880,2,Tính năng nổi bật:moi dung,-1,-1,-1,-1
shopee,22462146880,2,Nấu nước chàng ra rất nhiều mặt dù nước đến mực vừa phải thất vọng,-1,-1,-1,-1
shopee,22462146880,2,Chất lượng sản phẩm:xài được 3 ngày là hư  Không nên mua,-1,-1,-1,-1
shopee,22462146880,2,Đun sôi nước tay cầm bị nóng chỗ công tắc thường như vậy ko bền,-1,-1,-1,-1
shopee,22462146880,2,Nhận về hơi móp nha không biết bên vận chuyển có ném đồ đùng đùng không,-1,-1,-1,-1
shopee,22462146880,2,Chất lượng sản phẩm:k giống mô tả . Dây ngắn. Ấm đun bị rỉ nước . Mặc dù chỉ bỏ 2/3 ấm  k giống mô tả . Dây ngắn. Ấm đun bị rỉ nước . Mặc dù chỉ bỏ 2/3 ấm,-1,-1,-1,-1
shopee,22462146880,2,"Tiền nào của nấy thật, sài chán , mong manh ,lâu sôi, châm nước thi bị chảy",-1,-1,-1,-1
shopee,22462146880,2,"Giao Ko đúng với mẫu đã chọn ,",-1,-1,-1,-1
shopee,22462146880,2,"Chất lượng sản phẩm:sản phẩm ko như giới thiệu,ấm nhỏ mà bảo 2.5l,thiết kế ko chắc chắn,mùi nhựa nồng",-1,-1,-1,-1
shopee,22462146880,2,"Mở ra thấy bị vỡ 1 vệt to luôn,nhùn mà chán",-1,-1,-1,-1
shopee,22462146880,2,Mua về chưa dùng ốc đã dụng rồi,-1,-1,-1,-1
shopee,22462146880,2,Ấm mới đun đã rò rỉ nước,-1,-1,-1,-1
shopee,22462146880,2,Ấm bị rỉ nước khi đun,-1,-1,-1,-1
shopee,22462146880,2,"chất lượng hơi kém , chưa dùng cầm lên tay đã thấy ọp ẹp rồi  , dùng tạm thì đc",-1,-1,-1,-1
shopee,22462146880,2,"Đồ điện mà đóng hộp sơ sài giao về đến nơi móp ấm, bể đáy, bó tay",-1,-1,-1,-1
shopee,22462146880,2,Tính năng nổi bật:đun nuoc Chất lượng sản phẩm:âm mỏng Đúng với mô tả:không gióng  Đun nươc chỉ được một nửa ấm đun gần đầy khi pha nước bị rớt ra ngoài chảy ra hết không can than bong tay,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng:độ bền rất chán,-1,-1,-1,-1
shopee,22462146880,1,Giao hàng vỡ shop ko tl tn,-1,-1,-1,-1
shopee,22462146880,1,"sản phẩm quá tệ, giao đến thì bị méo phần giữ nhiệt bên trong, thái độ của nhân viên quá tệ, nhắn tin bảo hỗ trợ đổi hàng mới thì bảo để xem xong lặn mất. Nói chung là shop phục vụ kém, sản phẩm cũng kém nốt",-1,-1,-1,-1
shopee,22462146880,1,Kém chất lượng,-1,-1,-1,-1
shopee,22462146880,1,"Bình mới bóc hàng kiểm tra thì thấy vỡ ,",-1,-1,-1,-1
shopee,22462146880,1,Tính năng nổi bật:Nấu bị rò  rỉ nước,-1,-1,-1,-1
shopee,22462146880,1,Rò rỉ nước ở đáy nguy hiểm,-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:k gửi đủ bộ,-1,-1,-1,-1
shopee,22462146880,1,Hàng móp méo shop làm việc quá kém,-1,-1,-1,-1
shopee,22462146880,1,Hàng giao đến đã bị vỡ mà nt cho shop ko thấy phản hồi,-1,-1,-1,-1
shopee,22462146880,1,Hàng móp méo shop kém quá,-1,-1,-1,-1
shopee,22462146880,1,Hàng giao về bị vỡ,-1,-1,-1,-1
shopee,22462146880,1,Hàng quá tệ. Cân nhắc khi mua,-1,-1,-1,-1
shopee,22462146880,1,"sp tệ,chất lượng hoàn thiện kém",-1,-1,-1,-1
shopee,22462146880,1,nhận hàng bị bể,-1,-1,-1,-1
shopee,22462146880,1,Ấm đun bị chảy,-1,-1,-1,-1
shopee,22462146880,1,Hàng bị vỡ,-1,-1,-1,-1
shopee,22462146880,1,Làm ăn có tâm có tầm mới phát triển. Mua 2 lần lỗi cả 2,-1,-1,-1,-1
shopee,22462146880,1,Vừa mua về chưa dùng đã hỏng Mọi người né shop ra nhé,-1,-1,-1,-1
shopee,22462146880,1,Hàng tái chế.Đã sử dụng nhìn bẩn nhưng vẩn bán cho khách.Mở ra check thì rĩ sét tùm lum.ko biết sài dc bao lâu.tỡn rồi,-1,-1,-1,-1
shopee,22462146880,1,"Mặt đế không bằng phẳng, lắc lư lúc ăn điện lúc không.",-1,-1,-1,-1
shopee,22462146880,1,giao hàng nhanh nhưng khi nhận hàng bị vỡ có phản hồi với shop nhưng shop k phản hồi lại,-1,-1,-1,-1
shopee,22462146880,1,"hình ảnh và video chỉ mang tính chất nhận xu,khuyên mọi người đừng nên mua,mua bữa giờ lâu rồi nhưng quên kiểm tra,nay lấy ra xài mới thấy,bình rất mỏng,cái tay cầm bằng nhựa như muốn bung ra,cái nắp thì chưa j mới mở ra hứng nước nấu đã bung hư luôn,sản phẩm quá tệ",-1,-1,-1,-1
shopee,22462146880,1,Hộp móp méo ..! Đóng gói so xài ..! 2 lớp cách nhiệt mà sờ vẫn nóng lắm .! Do rẻ nên nhận hàng ...cho shop đỡ chênh vênh ..!,-1,-1,-1,-1
shopee,22462146880,1,Nhận bình bị nứt bể. Nt shop. Shop tl qua loa. Hỏi giải quyết im luôn không tl :))),-1,-1,-1,-1
shopee,22462146880,1,"Giao hang thì hong dùng khong duoc, lien he thì khó khắn tra loi khong ro rang,",-1,-1,-1,-1
shopee,22462146880,1,"đặt 1 ấm và ship 1 ấm,đây là câu trả lời của shop. quá tệ.không nên mua. bán hàng gian dối",-1,-1,-1,-1
shopee,22462146880,1,Sao quảng cáo mẫu khác mà giao mẫu khác vậy shop treo đầu dê bán thịt chó ạ,-1,-1,-1,-1
shopee,22462146880,1,Hàng kém chất lượng,-1,-1,-1,-1
shopee,22462146880,1,Hàng dỏm,-1,-1,-1,-1
shopee,22462146880,1,Bể tùm lưm,-1,-1,-1,-1
shopee,22462146880,1,Tính năng nổi bật:u,-1,-1,-1,-1
shopee,22462146880,1,Hàng bị vỡ không tốt về điều này,-1,-1,-1,-1
shopee,22462146880,1,Bán mắc vãi ra,-1,-1,-1,-1
shopee,22462146880,1,Gói hàng cẩu thả,-1,-1,-1,-1
shopee,22462146880,1,Không đủ 2.5l nhé . Làm ăn chán thế.,-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:xịn,-1,-1,-1,-1
shopee,22462146880,1,Hàng dỏm lủng lổ trầy móp vỏ mỏng lỏng lẻo gớm,-1,-1,-1,-1
shopee,22462146880,1,Mình có mua ấm siêu tốc bên shop này đặt hàng về thử không vào điện mình có nt cho shop đổi hàng cho mình ấm siêu tốc dùng thủ không vào điện . Shop bảo gửi rồi mà gần 10 hôm nay rồi mà không hàng gửi gì cả . Bán hàng không chất lượng làm ăn ẩu.,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng sản phẩm:tệ Đúng với mô tả:bị vỡ Tính năng nổi bật:không biết  Thấy nhiều người mua nen mình cũng mua ai ngờ mở hàng nó bị bể rồi. Nhắn tin gởi hình cho shop ko trả lời hơi thất vọng ....,-1,-1,-1,-1
shopee,22462146880,1,"Mua 2,5p nhưng giao ấm siêu tốc 2l, mà nấu còn chưa tới 2l, nấu nc 2l sẽ bị tràn rỉ nước",-1,-1,-1,-1
shopee,22462146880,1,"Bán ấm dung tính 2,5L mà đổ từ ấm 1,8L sang chưa hết ấm đã đầy bình 2,5L rồi, kiểu bán đầu dê treo thịt chó, dung tính ấm bên này chỉ đc 1,5L thôi còn 1L shop ăn mẹ nó rồi, ace trước khi mua lên cân nhắc trc nha, đo ấm cũ bị cháy đế lên mua nhanh ko kiểm tra hành trc",-1,-1,-1,-1
shopee,22462146880,1,"Không nên mua đâu mọi người ơi, mới mua đúng 14 ngày ấm hỏng, nhắn tin cho shop thì shop bảo đặt thêm 1 cái chứ không chịu ck lại trả tiền mình, nhắn tin thì thái độ, tôi không sao còn shop 1 ⭐️",-1,-1,-1,-1
shopee,22462146880,1,"Sản phẩm chấy lượng kém, mua chưa được 1 tháng đã hỏng ấn không lên",-1,-1,-1,-1
shopee,22462146880,1,Cái cắm bị lỗi lồi chân cắm mà em k biết. Bé nhà em nấu nước vô tình cầm thì bị điện giựt.mong shop bán kiểm tra hàng cho kĩ kẻo xảy ra sự việc k hay k ai muốn đâu ạ. Chồng em đã cắt cái cắm của ấm cũ để gắn thay thế và xài bình thường rồi shop nha.,-1,-1,-1,-1
shopee,22462146880,1,Tốc độ:đun nhanh Chất lượng:1d  Đúng dùng 37 21 ngày chưa đc nửa tháng két bên trong lòng ấm đục luôn cả nước đun khét mù hỏng luôn,-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:ko đúng mẫu mã Chất lượng sản phẩm:khác với quảng cáo,-1,-1,-1,-1
shopee,22462146880,1,Hàng bị lỗi nhờ xốp đổi lai ak,-1,-1,-1,-1
shopee,22462146880,1,Hàng bị bể vỡ thất vọng về đơn hàng này. Nt shop không thấy shop phản hồi.,-1,-1,-1,-1
shopee,22462146880,1,Bên shop chắc mình nghĩ là ok rồi nên vấn đề khi khui hàng ra sản phẩm đã bể. Không biết mình có được hỗ trợ đổi mới hay thế nào không nhỉ,-1,-1,-1,-1
shopee,22462146880,1,"Đúng với mô tả:dung mô tả Tính năng nổi bật:ahhsjsjdf Chất lượng sản phẩm:k biết skksjd  Hàng ship về bị vỡ hết vỏ ấm , nứt hết sạch k dùng được . Hzzzz k biết gửi lại shop có nhận hàng lại cho mình k chứ nhâận hàng xong buồn quá huhuu",-1,-1,-1,-1
shopee,22462146880,1,"mình mua 2 cái đã thanh toán tiền trước , nhưng giao chỉ có 1 cái . báo shop thì shop xử lý chậm . hiện tại mình vẫn chưa nhận được bình thứ 2 từ shop 😡",-1,-1,-1,-1
shopee,22462146880,1,Ấm nhựa dễ vỡ hàng đểu trả hàng thic phức tạp coi như gặp âm binh mẫu thì khác gửi hàng khác k nên mua nha,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng sản phẩm:kém Đúng với mô tả:hỏng liên hệ với shop mà shop k đổi cho,-1,-1,-1,-1
shopee,22462146880,1,Tốt nhất các bác đừng mua mk ns thật. Eo ơi đun uống nc khét mù. Uống chỉ sợ ung thư. Nt shop tl hờ hững k giải quyết . K giải thích hay gì cả. Thất vọng quá. Kbh quay lại . Mùi kinh khủng,-1,-1,-1,-1
shopee,22462146880,1,shop đóng gói không cẩn thận.giao đến bị vỡ nắp méo ấm hoàn hàng mà shop k phản ánh gì,-1,-1,-1,-1
shopee,22462146880,1,"Mới mua đc mấy hôm mở nắp  thì gãy nắp ok tạm chấp nhận có thể là do mk dùng lực hơi mạnh ,nhg đến hôm nay thì nó hỏng cháy luôn  ko đun đc nữa 1s cho shop ạ",-1,-1,-1,-1
shopee,22462146880,1,Vỏ ngoài bằng nhựa nên khi nước sôi sẽ có mùi của nhựa bốc lên . Uống sẽ độc hại cho cơ thể,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng sản phẩm:dùng được 1 2 lần bị hỏng  Nhắn tin bên shop shop k trả lời luôn,-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:giao hàng bị vỡ Chất lượng sản phẩm:kém,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng sản phẩm:Shop lừa đảo hàng China có 1 lít 8 cho shop 1 sao Mọi người hãy chú ý shop này chuyện lừa đảo khách hàng,-1,-1,-1,-1
shopee,22462146880,1,"Chất lượng:Tôi mua hàng bị lỗi bên trong bị gỉ sét không như mô tả, khi nhắn tin shop hỗ trợ thì không được phản hồi từ shop. Làm ăn vô trách nhiệm",-1,-1,-1,-1
shopee,22462146880,1,hàng lỗi gãy nắp bẹp móp gửi lại thì mất thời gian nên dùng luôn,-1,-1,-1,-1
shopee,22462146880,1,"Hàng kém chất lượng,thiết kế ọp ẹp,mới dùng 2 ngày đã hỏng,làm chập điện cả nhà,nguy hiểm!!",-1,-1,-1,-1
shopee,22462146880,1,"Mua 4c giao 2 c thiếu hàng thiếu, chủ shop không giải quyết nhanh, đề nghị giải quyết luôn",-1,-1,-1,-1
shopee,22462146880,1,"Chất lượng sản phẩm:tồi  Shop giao ấm siêu tốc bị vỡ nắp, tôi đã chụp ảnh và nhắn cho shop thì đc trả lời do vận chuyển bị vỡ. Tôi có nói là shop giao ấm vỡ  vì nếu vỡ khi vận chuyển thì phải có mảnh vỡ trong hộp và có hỏi xem xử lý thế nào nhưng shop không trả lời. Tôi cũng xác định không bao giờ mua gì của shop này nữa nên thôi không hoàn hàng.",-1,-1,-1,-1
shopee,22462146880,1,shop làm ăn bố láo. trả tiền 2 mà giao có 1. nhăn tin thì chặn k giải quyết. thất đức,-1,-1,-1,-1
shopee,22462146880,1,Chất lượng sản phẩm:đểu Đúng với mô tả:kb  Mới mua cắm đc vài hôm.hỏng cắm kh nên điện ib thì shop kh tl🥲,-1,-1,-1,-1
shopee,22462146880,1,Tính năng nổi bật:Ấm siêu tốc Chất lượng sản phẩm:ấm bị bể Đúng với mô tả:Đúng  Ấm dùng bth nhưng giao cho cái sản phẩm bị bể,-1,-1,-1,-1
shopee,22462146880,1,"Mới mua về đã bị dị nước ở đáy , rễ cháy nổ",-1,-1,-1,-1
shopee,22462146880,1,"Chất lượng sản phẩm:chất lượng quá tệ  Dùng được tròn 10 ngày thì hỏng, nhắn shop không hoàn trả không bảo hành, vòng vo  Đồ điện tử mà không bảo hành ????? Hở mạch điện quá nguy hiểm nguy cơ cháy nổ  Sản phẩm rất tệ không xứng đáng 500k lượt bán",-1,-1,-1,-1
shopee,22462146880,1,Hàng mỏng ọp ẹp kém chất lượng. Đã thế còn gửi hàng vỡ. Đóng gói móp méo,-1,-1,-1,-1
shopee,22462146880,1,1 sao cho shop nè🙂 nắp bị gãy rời ra nhắn tin không trả lời,-1,-1,-1,-1
shopee,22462146880,1,"Tính năng nổi bật:không Đúng với mô tả:tệ Chất lượng sản phẩm:nhựa ọp ẹt  nấu đc đúng 1 hôm cái nổ,quá tệ",-1,-1,-1,-1
shopee,22462146880,1,Dùng được mấy hôm chưa đầy 1 tuần đã bị hư Cắm điện đun nước mà nước không sôi nhưng đèn vẫn sáng Tháo ra xem thì thấy han rỉ như kiểu đồ cũ Nhắn shop thì shop không trl,-1,-1,-1,-1
shopee,22462146880,1,"Tốc độ:ko Chất lượng:ko dung duoc  Gói hàng kém, hộp móp méo hoàn toàn, hàng cũ bẩn.",-1,-1,-1,-1
shopee,22462146880,1,đặt 2 cái mà giao có 1 cái nt thì shop k trl... trả tiền cả 2 rồi mà cuối cùng chỉ nhận đc 1 cái,-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:Ý là như kiểu mua nhầm hàng giả ấy ấm nó mỏng mà nó xấu nữa nắp ấm thì cảm giác mở nặng tay xíu là nó vỡ ra được ấy Chất lượng sản phẩm:Tệ  Vô coi lại shop ms thấy hàng ko được đúng vs giá mua loại rẻ hơn mà nó còn bền hơn nhiều ấy 🥲 Ít khi đánh giá sp mà quả ấm này tệ so vs giá nha,-1,-1,-1,-1
shopee,22462146880,1,Tính năng nổi bật:gói hàng k kĩ đánh giá 1sao Chất lượng sản phẩm:mỏng.shop gói hàng k kĩ .bể nắp.,-1,-1,-1,-1
shopee,22462146880,1,"Đúng với mô tả:quá tệ  Quảng cáo ấm dung tích 2.5 lít, nhưng thực tế chỉ 1lít 8 là sao vậy shop???",-1,-1,-1,-1
shopee,22462146880,1,Đúng với mô tả:như mô tả Chất lượng sản phẩm:kém đế mỏng nhựa dổm nấu sợ cháy nhà á,-1,-1,-1,-1
shopee,22462146880,1,"Hàng trung quốc mà mình thấy ghi xuất xứ việt nam ,hỏi nhân viên chăm sóc thì không biết",-1,-1,-1,-1
shopee,22462146880,1,Tính năng nổi bật:tệ Đúng với mô tả:đúng Chất lượng sản phẩm:kém  Bị bể hư hỏng,-1,-1,-1,-1
shopee,22462146880,1,Bể rồi Móp méo sao sài,-1,-1,-1,-1
shopee,22462146880,1,"Chất lượng bên ngoài kém , chất lượng trên trong inox mỏng , dây điện hay đế không ổn . DỄ CHÁY NỔ",-1,-1,-1,-1
shopee,22462146880,1,Dây quá ngắn. Hàng vỡ. Tem đã bị bóc,-1,-1,-1,-1
shopee,24422340309,2,"Đóng gói kỹ, ấm đun nước có màu sắc đẹp, nhưng bề ngoài ấm chất liệu nhựa mỏng, k tốt, lúc nước sôi tay cầm k cách nhiệt dễ bị bỏng",-1,-1,-1,-1
shopee,24422340309,2,"Độ bền:chua rõ Tốc độ đun:tuy theo dung tich Thiết kế:gon  tầm giá này thì nhiều lựa chọn,ae nên ktra hàng quay video.bên trong inox rất mỏng và bị tróc,đóng gói sơ xài,thất vọng",-1,-1,-1,-1
shopee,24422340309,2,Mình mua cũng khá lâu r. Nhưng g ms lấy ra dùng. Thấy vẻ ngoài thì giống ảnh. Nhưng chất lượng thì kém. Cho vào đun nước mà nước chảy từ bình ra. Mà trong khi đang cắm điện vậy nguy hiểm. Mặc dù biết giá rẻ thì k nên đòi hỏi gì nhưng làm này nguy hiểm quá. Rcm các b nên tham khảo kĩ r hẵng mua.,-1,-1,-1,-1
shopee,24422340309,2,Sản phẩm sử dụng ổn định và chưa thấy lỗi ấm mẫu mã đẹp mắt cầm chắc,-1,-1,-1,-1
shopee,24422340309,2,"Đúng với mô tả:âm đun có lớp vỏ mỏng k chắc chắn, lúc đun zong nước bị chảy rỉ dưới phần đế chân dù mực nước lấy ít, sẽ gây nguy hiểm nếu bị rò điện",-1,-1,-1,-1
shopee,24422340309,2,"Thiết kế nhựa nhưng độ bền chưa chắc ohair thử trong thời gian, giao hàng lỗi khi nấu xong mở nắp k ra. Trước khi giao hàng phải kiểm tra xem r mới giao cho khách. Giao xong bắt ng nhận trả hàng lại thì thật sự ai cũng đi làm cũng bận hết, mong shop rút kinh nghiệm lần sau kiểm tra kĩ hơn r mới giao cho khách k thì phiền cả 2 bên mà lại mất thời gian thêm",-1,-1,-1,-1
shopee,24422340309,2,"Vỏ nhựa mỏng nhiều vết xước  nhìn rất ọp ẹp , mùi hôi nhựa  . Bên trong lõi nhôm cũng mỏng ,gắn không chắc chắn vào vỏ . Nói chung là rất nghi ngờ về độ an toàn, và độ bền của sản phẩm . Nhìn giống như hàng nhái lắp ráp từ 1 xưởng không đảm bảo.",-1,-1,-1,-1
shopee,24422340309,2,"Mua màu xanh mà đi giao màu đỏ, k hợp phong thuỷ sài mấy bửa hư",-1,-1,-1,-1
shopee,24422340309,2,Cho 2 sao vì đặt màu hồng giao màu đen,-1,-1,-1,-1
shopee,24422340309,2,Quá nhẹ và dỏm  Trên đường từ Hội An về ĐN em bị lại mất bạn cún như hình. Bé tên Kem. Trong lúc dừng đèn đỏ nó nhảy xún mà em không biết. Mong mọi người thấy Kem ở đâu nhờ nhớ em tới chuộc bé về với ạ. ☎️ 0,-1,-1,-1,-1
shopee,24422340309,2,Độ bền:mong manh  Dây quá ngắn,-1,-1,-1,-1
shopee,24422340309,2,không đúng màu,-1,-1,-1,-1
shopee,24422340309,3,Tính năng nổi bật:màu đỏ Đúng với mô tả:ok Chất lượng sản phẩm:cũng ổn áp trong tầm giá  hàng màu đỏ không thích lắm nên cho 3 sao nhé,-1,-1,-1,-1
shopee,24422340309,3,Độ bền:độ hoàn thiện trung bình Tốc độ đun:nhanh Thiết kế:đơn giản tầm trung,-1,-1,-1,-1
shopee,24422340309,3,Độ bền:chua biết vì mới dùng lần đầu Tốc độ đun:ok Thiết kế:mỏng lắm  Hàng giao thì nhanh đấy nhưng thiết kế cái chỗ cắm điện đĩa cắm điện hơi mỏng nhựa mỏng không biết có bền hay không,-1,-1,-1,-1
shopee,24422340309,3,"Đặt xank dưn giao Hồng , Trẻ nhỏ cần bổ sung sắt trong chế độ ăn để giữ cho máu khỏe mạnh.",-1,-1,-1,-1
shopee,24422340309,3,"Hàng đúng mô tả, chất liệu cũng ok, mua nhiều lần rồi, ok la nhe",-1,-1,-1,-1
shopee,24422340309,3,Bình chưa tới 2lít nửa,-1,-1,-1,-1
shopee,24422340309,3,Cảm thấy ko ổn lắm hiện tại thì sài ok mà cầm ko chắc tay sợ ko bền,-1,-1,-1,-1
shopee,24422340309,3,"Nhận hàng xong đun 1 lần thì thấy có 1 lỗ nhỏ ở phần đáy, không biết là do đâu",-1,-1,-1,-1
shopee,24422340309,3,"Hàng mỏng, ọp ẹp, chắc tiền nào của ấy",-1,-1,-1,-1
shopee,24422340309,3,"sao thấy mỏng mang qua ko , dùng hơi sợ sợ",-1,-1,-1,-1
shopee,24422340309,3,Đặt màu xanh giao màu đỏ,-1,-1,-1,-1
shopee,24422340309,3,đặt đen giao hồng,-1,-1,-1,-1
shopee,24422340309,3,Độ bền:mới sử dụng nên chưa biết Tốc độ đun:ổn Thiết kế:phù hợp giá tiền  Dung tích chỉ khoảng 2l,-1,-1,-1,-1
shopee,24422340309,3,Bị rỉ nước,-1,-1,-1,-1
shopee,28312205753,1,"Shop làm ăn bác nháo , giao hàng thiếu sạc, nhắn tin hỏi thì kêu bỏ thiếu ,kêu gửi lại mà 10 ngày rồi ko thấy gửi , nhắn tin ko trả lời , ko sạc thì dùng kiểu gì.",-1,-1,-1,-1
shopee,28312205753,1,Đúng với mô tả:tồi Chất lượng sản phẩm:tồi Tính năng nổi bật:tồi  Hàng lừa đảo nhé. Các bạn ko nên mua. Shop làm ăn vớ avẩn. Ghi bảo hành 1 năm mà vẫn vòi tiền sửa. Các bạn đừng nên tin số lượng đã bán. Lừa đảo đó.,-1,-1,-1,-1
shopee,28312205753,1,"MMáy chạy yếu , không mạnh . Có liên hệ với shop thì shop chặn không trả lời 🙂 . Nên néeeeee",-1,-1,-1,-1
shopee,28312205753,1,Máy sạc đầy hút 5p đã hết pin chán,-1,-1,-1,-1
shopee,28312205753,1,"Máy yếu không dùng được -  khuyên mn đừng mua phí tiền còn ôm bực vào người , quá tệ. Mua cả 2c đều ko dùng đc . Giao hàng ko đến lấy hàng hoàn",-1,-1,-1,-1
shopee,28312205753,1,Máy chạy không nổi... Không nên mua,-1,-1,-1,-1
shopee,28312205753,1,"Máy cầm nhẹ không chắc tay ,lắp đầu hút bị hở không khít hết .Nhắn tin cho shop cả tuần không trả lời",-1,-1,-1,-1
shopee,28312205753,1,Chất lượng sản phẩm:máy sạc ko được  pin lâu phải cắm sạc liên tục,-1,-1,-1,-1
shopee,28312205753,1,Về được bữa hư tốt nhất ko nên mua,-1,-1,-1,-1
shopee,28312205753,1,"Đặt màu đen giao màu trắng, đặt cán dài giao cán ngắn, 2 loại chênh nhau cả 100k",-1,-1,-1,-1
shopee,28312205753,1,Pin dùng được 3 đến 5 phút,-1,-1,-1,-1
shopee,28312205753,1,Kích thước:quá nhẹ ko sạch nổi mất cái bụi  Lực hút quá chán,-1,-1,-1,-1
shopee,28312205753,1,Mua hàng né shop này ra nhé mn lừa đảo thôi rồi.hối hận khi k đọc đánh giá 340k giờ vứt xó.giờ phải mua máy chỗ khác 500k mới hút đc. còn máy này k hút đc máy yếu .k cho đổi chả hàng .máy kêu inh ỏi lọc cọc sợ luôn k hiểu sao nhiều ng vẫn đánh giá năm sao được. Chắc hách lượt mua cái nào cũng thấy 400k lượt mua . Mua 1 lần sợ tới già né vội . Mua hàng dất nhiều lần trên này nhưng đây là lần đầu tiên phải đánh giá 1 sao .,-1,-1,-1,-1
shopee,28312205753,1,"Hút không mạnh như quảng cáo, hết pin lần đầu sạc không vào, nhắn tin đọc nhưng không trả lời. Quá tệ, làm ăn không có tâm.",-1,-1,-1,-1
shopee,28312205753,1,Hàng mua màu đen giao trắng chả thật thà sạc thì cả đêm Sài chưa tới 10ph,-1,-1,-1,-1
shopee,28312205753,1,"Hàng kém chất lượng, mọi người né shop này ra nhé",-1,-1,-1,-1
