cleaned_comment,Quality,Price,Delivery,Service
"đúng với mô_tả san pham dung mo ta sản_phẩm đúng mô_tả , quạt mát , dùng pin lâu",1,-1,0,-1
"giao hàng nhanh , nội_dung đơn_giản dễ hiểu nhưng mà vì mỗi phần khá ngắn chỉ khoảng vài trang nên nếu không chú_ý kĩ thì sẽ không đọng lại quá nhiều .",0,-1,2,-1
"màu_sắc_đẹp chất_liệu tốt tất đẹp lắm luôn ạ , giao hàng hàng nhanh . lần sau sẽ ủng_hộ cửa_hàng tiếp ạ , hình_ảnh và vid chỉ mang tính_chất nhận xu ạ",2,-1,2,-1
đúng với mô_tả tốt_tính_năng nổi_bật nhanh sôi sản_phẩm tốt chất_lượng tuyệt_vời giá_cả hợp_lý giao hàng hàng nhanh_chóng cửa_hàng tư_vấn nhiệt_tình mọi người nên mua trải nghiệm nhé còn bền thì thời_gian sử_dụng mới biết quay lại đánh_giá sau,2,2,2,2
ngoại_hình đẹp !,2,-1,-1,-1
hàng bị vỡ không tốt về điều này,0,-1,-1,-1
đặt 10 bịch nhưng cửa_hàng lại giao hàng có 5 bịch nt thì chưa thấy cửa_hàng giải_quyết,2,-1,1,-1
"màu_sắc dden đúng với mô_tả um chất_liệu mỏng mỏng mỏng mỏng dân_trí xuất_hiện trong khung hình cuối phim mưa đỏ , bức ảnh chiến_sĩ lê xuân chinh nở nụ cười giữa bom_đạn thành cổ quảng_trị năm 1972 một lần nữa lay_động triệu trái_tim khán_giả . ra_mắt đúng dịp kỷ_niệm 80 năm cách_mạng tháng tám và quốc_khánh 2 9 , mưa đỏ đang trở_thành hiện_tượng phòng vé việt . theo thống_kê từ box office vietnam , tính đến 5h30 ngày 1 9 , mưa đỏ đã chính_thức cán mốc 350 tỷ đồng doanh_thu sau 10 ngày_công_chiếu . bthg",0,-1,-1,-1
"bịt góc bàn thiết_kế phù_hợp với nhiều loại bàn , tủ tránh va_đập cho trẻ nhỏ . . chất_liệu nhựa mềm_mại và dẻo_dai sẽ giúp bé tránh được những chấn_thương nếu lỡ va phải . dễ_dàng tháo lắp và làm sạch khi không cần dùng . có băng_dính 2 mặt đi kèm sản_phẩm .",1,2,-1,-1
"đúng với mô_tả hàng đẹp xài uki lắm nha , cửa_hàng còn tặng cả đây sạc nx , quá_ư là tinh_tế , đóng_gói cẩn_thận , mua về mà wao luôn ấy , chất_lượng thì khỏi phải bàn mang đi học mắt lắm luôn , đến ngay cả bai bì cũng được lại còn nhỏ gọn manh đi đâu cũng tiện , tóm lại là mua đi hàng qua shrsyks syytryk6e64d74d cticurd74điếc cho giục chính_sách 8fl đi mà không muôn kể từ 6y cho e xin 1fl để lê ubgyfyf to cho bé yêu anh thật nhiều tiền hơn",0,1,2,-1
hàng lỗi nhận về vứt xó nt cửa_hàng không rep,0,-1,-1,-1
"giao hàng hàng nhanh , sách đẹp , rất hài long với tiki , tuy_nhiên mua hàng nhiêu trên tiki mà chưa nhận được má giảm_giá .",0,2,2,-1
"chất_liệu thun đúng với mô_tả đủ số_lượng màu_sắc đen giao hàng hàng nhanh shipper thân_thiện , sản_phẩm rất chất_lượng , sẽ ủng_hộ cửa_hàng lần sao , cho cửa_hàng 5 sao",2,-1,2,2
khăn mỏng như khăn 2 lớp,0,-1,-1,-1
"tôi vẫn chưa nhận được hàng nhé không biết cửa_hàng làm_ăn kiểu gì , tôi gọi cho shipper thì hẹn ngày này qua_ngày khác giờ vẫn không thấy giao hàng , tôi rất bức_xúc",1,-1,1,-1
"ấm đun tốt , dùng một thời_gian quay lại đánh_giá , gửi cửa_hàng 5 sao nha",2,2,-1,-1
giao hàng hàng nhanh sản_phẩm đủ đẹp giao hàng bao thân_thiện co_giãn phù_hợp thoải_mái 10 điểm cho cửa_hàng co_giãn phù_hợp thoải_mái,2,-1,2,2
"khá là mát nha mn . mình để max 100 chạy liên_tục thì tầm 1 tiếng là hết pin , sạc khoảng 6 7 tiếng thì đầy",-1,-1,-1,-1
"quạt sử_dụng tam được , nhung mau hết pin",-1,-1,-1,-1
chất_lượng sản_phẩm cũng được đúng với mô_tả kêu giao hàng cho màu hồng mà_lại giao hàng màu xanh biển mà là còn màu đậm nữa chứ,0,-1,1,-1
"chất_lượng sản_phẩm tốt đúng với mô_tả đúng tính_năng nổi_bật không hàng đẹp , chất_lượng , giá_cả hợp_lý . shipper thân_thiện nhiệt_tình",2,2,1,2
không gửi cho ngta cái miếng keo 2 mặt rồi dán bằng niềm tin ak .,-1,-1,-1,-1
"nhận được hàng rất ưng nhé . giao hàng nhanh nhiệt_tình , hàng đóng_gói cẩn_thận , săn sale nên được giá rẻ hơn ngoài nhiều nữa . lần sau lại quay lại ủng_hộ cửa_hàng nhé . tặng cửa_hàng 5 sao cho sự nhiệt_tình và chất_lượng sản_phẩm",2,2,2,2
máy sạc cả tiếng bỏ ra dùng được 5p hết pin lh cửa_hàng không trả_lời quá tồi_tệ,2,-1,-1,1
"đã nhận hàng , thanks cửa_hàng nhiều . chưa dùng thử nên chưa biết ntn .",1,-1,-1,-1
quyển sách này rất hay và tạo động_lực mạnh_mẽ để cho bản_thân ng đọc có_thể ý_thức để thấy đổi cuộc_sống . về giá_cả thì rất hợp_lí . chất_lượng giấy cũng như bìa tốt và đẹp . tôi rất thích,2,1,-1,-1
"giao hàng hàng nhanh , đóng_gói cẩn_thận . giao hàng đúng sản_phẩm và số_lượng theo yêu_cầu .",1,-1,2,-1
quạt chả giống quảng_bá chạy nhanh như rùa,-1,-1,2,-1
tính_năng nổi_bật naau nước đúng với mô_tả đúng với moi tả chất_lượng sản_phẩm tốt mình chưa xài nên chưa biewts chất_lượng sao,2,-1,-1,-1
"đúng với mô_tả quá tệ quảng_cáo ấm dung_tích 2.5 lít , nhưng thực_tế chỉ 1lít 8 là sao vậy cửa_hàng ? ? ?",0,-1,-1,-1
"giao hàng hàng nhanh , sản_phẩm_chất_lượng",2,-1,2,-1
tất tốt nhưng nên xem_lại cách nói_chuyện của shipper nhé,2,-1,1,-1
chất_lượng phải nói là cực tốt,2,-1,-1,-1
"công_dụng trữa đồ ăn chất_liệu nhựa sản_phẩm đúng như cửa_hàng mô_tả , giá quá là rẻ luon ạ , cho cửa_hàng 5sao , shipper thân_thiện",1,2,1,2
sách hơi bị xịn mua deal còn có 33k mà vẫn được bọc trong bìa kiếng đàng_hoàng giao hàng hàng nhanhhh lém nhee khỏi phải bàn luôn,2,-1,2,-1
máy_xay kêu khá to,-1,-1,-1,-1
"giao hàng hàng nhanh , đóng_gói cẩn_thận , tôi đặt số_lượng hàng nhiều loại nhưng vẫn nhận được đầy_đủ và đúng số_lượng , cửa_hàng làm_việc có trách_nhiệm với từng đơn của khách . 5 sao hình có mục mang tính nhận xu",0,-1,2,-1
đã nhận được hàng giao hàng hàng nhanh đóng_gói cẩn_thận đầy_đủ mặt_hàng giá vừa rẻ vừa đẹp nha sẽ ủng_hộ thêm nhé,2,2,2,-1
xay đá không nổi,-1,-1,-1,-1
"truyện cực_kì đẹp luôn ạ , về hình_thức không có gì để chê , giao hàng hàng thì nhanh hơn 2 ngày",2,-1,2,-1
"chất_liệu móp công_dụng rửa ly chất_lượng sản_phẩm như mô_tả , nhận đủ hàng lần sau sẽ ủng_hộ cửa_hàng tiếp , cửa_hàng_phục_vụ tốt",2,-1,0,-1
bị vỡ mất miếng . đóng_gói cẩn_thận nhưng chắc do vận chuyện vẫn bị va_đập bên trong,0,-1,2,-1
"chất_lượng sản_phẩm hơi ấy đúng với mô_tả không quạt bật mức 5 được tầm 20 30 phút nhanh hết pin quạt giao hàng về như đã có ng sử_dụng qua cũ , bẩn tệ mn nên cân_nhắc vì với giá tiền đó có_thể mua cái khác tốt hơn",0,1,2,-1
"giao hàng hàng nhanh , đựng đồ ăn dặm cho bé rất tốt , dùng được cả cho máy rửa_bát",2,-1,2,-1
"chất_lượng sản_phẩm kém giao hàng thiếu mất 1 cái xoay , cao_su cứng máy vẫn di_chuyển không đáng mua , dùng 1 lần r bỏ",0,0,1,-1
cuốn sách rất hay tôi rất hài_lòng và những vật_dụng đi kèm cũng rất đẹp ? ? ? ? ?,2,-1,-1,-1
"cái mặt bàn_là gia_công ẩu , bị xước . lúc là quần_áo nó cứ cào vào vải , ủi cũng chả thấy phẳng gì . thôi thì tiền nào của nấy . rẻ tền thì chỉ thế thôi v",0,2,-1,-1
"sách mới , đẹp , bọc nilong cẩn_thận . cả đợt sale tháng 3 này mỗi quyển này là có bọc cẩn_thận",2,2,2,-1
"khăn mỏng , chỉ được 4 lớp là cùng mỏng hơn khăn 6 lớp mình đã mua ở cửa_hàng khác . hy_vọng cửa_hàng làm_ăn uy_tín với những khách_hàng khác .",0,-1,-1,2
anh thể chúc anh lực sớm hồi_phục và trở_lại sân_cỏ mạnh_mẽ hơn nhé 3 get well soon bro !,-1,-1,-1,-1
chất_lượng sản_phẩm pin không cầm như quảng_cáo,2,-1,-1,-1
máy_xay tốt hoạt_động bth nhưng mà bị vỡ nứt bên hông cái hộp máy mình mua gần tết có nt cửa_hàng mà cửa_hàng nghỉ tết nên không giải_quyết được nên thôi lun,2,-1,-1,-1
quạt mới mua về sd được 3 ngày là bị v r ạ nt cho cửa_hàng thì có vẻ cửa_hàng không muốn giải_quyết đổi trả cho mình,2,-1,-1,-1
công_dụng dùng để cọ bình sữa chất_liệu nhựa sản_phẩm tốt . dùng tốt . giao hàng hàng nhanh,2,-1,2,-1
giao hàng hàng lừa_đảo mua hai bộ giao hàng hàng một bộ,1,-1,1,0
"chất_lượng sản_phẩm good đúng với mô_tả đúng với mô_tả , quạt có năm mức gió , mát nha , mang đi quân_sự , pin cũng tốt",2,-1,-1,-1
tính_năng nổi_bật pin yếu hút yếu không nên mua phí tiền mà đắt hút yếu phải dí sát mắt vào bụi mới hút lên được đã thế còn nhanh hết pin dùng 100 liên_tục là hết đừng lên mua phí tiền nhắn_tin cửa_hàng bảo htro mà bắt sửa đgia mới hỗ_trợ cửa_hàng lm ăn như,0,0,2,2
để hình cổ cao mà nhận cổ thấp,-1,0,-1,-1
giao hàng hàng siêu nhanh nha quý_vị nói_chung cũng ổn nhưng vớ hơi mỏng nha_mng,0,-1,2,-1
chất_liệu tốt màu_sắc tốt đúng với mô_tả đúng sản_phẩm tuyệt_vời ! đóng_gói sản_phẩm cẩn_thận . rất ấn_tượng với sản_phẩm . màu_sắc và kiểu_dáng của sản_phẩm rất tốt . sản_phẩm tốt,2,-1,2,-1
"về tiki fast and very good về sách mình thích thiết_kế bìa , rất có điểm nhấn nội_dung thì mỗi bài là một bài truyền_cảm_hứng kiểu như tư_duy cá_nhân . cái hay của mỗi bài là không quá dài khoảng 1 chữ , sẽ khiến những bạn mới làm_quen với việc đọc sách không bị nản . cách trình_bày có điểm nhấn ở những câu nói quan_trọng sẽ giúp người đọc lưu_tâm được câu nói còn lý_do mình cho 4 sao thì hầu_như đa_số các bài đều có có cách dẫn nhập giống nhau , với mình thì hơi nhàm_chán . điều nữa là nếu_như có một bài tổng_kết cũng như chỉ cách cho bản_thân mỗi người phát_triển nội_lực thì sẽ hoàn_thiện hơn so với việc chỉ kể_ra những câu_chuyện .",0,-1,-1,-1
màu_sắc không đúng mô_tả,1,-1,-1,-1
ngon bổ rẻ tiện_lợi gọn_gàng không cồng_kềnh mà giá hợp_lý quá trời lun ủng họ cửa_hàng nhiệt_tình nha_mn,2,2,-1,2
đúng với mô_tả máy ồn tính_năng nổi_bật lưỡi xay gần chậm vào máy_xay rất ồn,0,-1,0,-1
"chất_liệu cotton thấm hút mồ_hôi kho thoangs tất mềm và co_giãn tốt , ôm_chân thoải_mái suốt ngày dài mà không bị siết hay để lại vết hằn . 2 . chất vải thoáng_khí , giúp hạn_chế mùi và giữ_chân khô_ráo khi vận_động . 3 . màu_sắc đơn_giản , dễ phối đồ , thích_hợp dùng hằng ngày từ đi học , đi làm đến tập thể_thao .",0,-1,-1,-1
"chất_liệu vai màu_sắc day đúng với mô_tả dung tất cửa_hàng này bán chính hãng vl như mua ở cửa_hàng ý , mua về đi ấm điêng , vả_lại còn chả phải như mấy cửa_hàng khác bán tất mỏng the đi dễ rách , tôi sẽ luôn ủng_hộ cửa_hàng này",0,-1,0,-1
"khăn mềm lắm . dùng gần 1 tháng mới đánh_giá cho đúng , giặt máy ầm_ầm mà khăn không bị tã đâu . giá rẻ mà giao hàng cũng nhanh . ủng_hộ lần sau",0,2,2,-1
"chất_liệu vải rất mịn , dễ đi trong mọi thời_tiết đúng với mô_tả đúng với mô_tả đến màu_sắc trắng gạo rất đẹp , hàng này rất đáng để mua cửa_hàng giao hàng hàng nhanh , gửi hàng đẹp , nhân_viên dễ_thương , đóng_gói cẩn_thận không hư_đồ bên trong .",2,2,2,2
"máy siêu nhẹ , cối bằng nhựa mà to . mới nhận về xay mẻ đậu_nành nấu uống ưng_ý hết_sức . còn độ bền chưa biết . giá này máy_vậy quá tốt . chồng mình hỏi mấy triệu , mình bảo 2 triệu rưỡi ổng cũng tin nữa . hẹ hẹ",2,1,-1,-1
sách hay mua tặng người_thân rất ý_nghĩa,2,-1,-1,-1
quạt rất tốt . với giá tiền này mình thấy tốt hợp_lý . cửa_hàng giao hàng hàng siêu nhanh . cảm_ơn cửa_hàng nhiều nhé . sẽ ủng_hộ tiếp,2,2,2,-1
chất_lượng sản_phẩm tốt đúng với mô_tả đúng tính_năng nổi_bật xay sinh_tố sản_phẩm y hình . xay mạnh . cửa_hàng đóng_gói cẩn_thận . shipper giao hàng hàng nhanh_chóng nhiệt_tình .,2,-1,2,2
"tệ ! ! ! biết vậy tui đã đọc đánh_giá 1 sao trước khi mua rồi . chỗ bấm nút quạt khó bấm , nhận về không còn 1 pin nào , sạc hoài cũng không lên . cho_dù có đểu thì cũng_nên được xài 1 tí chứ chánnnnn , ngưng bán dùm tuiii",0,1,-1,-1
sản_phẩm tốt,2,-1,-1,-1
"cửa_hàng giao hàng hàng nhanh , gói cẩn_thận nhưng khăn ướt hôi mùi dán rất khó_chịu không biết phải hàng nhái không",0,-1,2,-1
máy hút thổi mạnh pin dùng lâu hi_vọng là bền,2,-1,0,-1
"nhận được hàng rồi ưng_ý lắm , quạt nhỏ nhưng mát , pin dùng được lâu , trời nắng_nóng này cầm đi đâu cũng tiện , có_thể điều_chỉnh độ gió , cho cửa_hàng 5s",0,-1,0,-1
"chất_liệu dep co dan tot , tham hut mo hoi , không bị xù , màu trang dep qưertyuo màu_sắc dẹp đúng với mô_tả đúng",1,-1,-1,-1
mùi hương gói càng ngày_càng ít đi,-1,-1,-1,-1
"đúng với mô_tả y xì đúc chất_lượng sản_phẩm chê làm dùng được tốt , lâu , mát như tủ_lạnh , nhìn sang , ,",2,-1,0,-1
chất_liệu không dầy_dặn đúng với mô_tả không đẹp nhưng đặt cổ cao nhưng nhìn giống cổ ngắn,0,0,-1,-1
chất_lượng sản_phẩm tốt đúng với mô_tả không đúng đặt màu trắng mà giao hàng đến_nơi lại là màu hồng,2,-1,1,-1
quá nhẹ và dỏm trên đường từ hội an về đn em bị lại mất bạn cún như hình . bé tên kem . trong lúc dừng đèn_đỏ nó nhảy xún mà em không biết . mong mọi người thấy kem ở đâu nhờ nhớ em tới chuộc bé về với ạ . 0,0,-1,-1,-1
độ tuổi sử_dụng tất chất_lượng sản_phẩm tốt chất_lượng tốt học_tập tốt lao_động tốt khiêm_tốn thật_sự dũng_cảm,2,-1,-1,-1
cửa_hàng giao hàng hàng kém chất lương nha có cả tất hị móc mà vẫn giao hàng cho khách . cửa_hàng nên chú_ý hơn trc khi giao hàng hàng cho khác,0,-1,1,-1
"đặt hôm_qua thì hôm_nay đã có , sách mới đẹp , tiki bao_bọc rất kĩ . được tặng thêm sổ_tay . nội_dung thì khỏi chê , đọc đến đâu hay đến đấy . mua hàng lần thứ 4 và vẫn chấm 5 sao cho tiki",2,-1,-1,-1
sách đẹp lắm . . gói chắc_chắn . . mỗi tội a giao hàng hàng tên mình đâu khó lắm đâu mà ảnh tìm mãi mới thấy ?,2,-1,1,-1
"đã huỷ nhưng cửa_hàng vẫn giao hàng , quạt như đuổi ruồi , chả mát tí nào , dí sát vào mặt thì có tí gió , nói_chung là tệ",0,-1,1,-1
gián kem gian vừa xong quay đi rời bong ra rồi,-1,1,-1,-1
giao hàng hàng nhanh dù trong mùa dịch . cám_ơn tiki .,1,-1,2,-1
chất_lượng sản_phẩm cũng được nhưng dán không chắc lắm rất dễ xê_dịch,2,-1,-1,-1
"hàng siêu tệ không nên mua , vào nhóm hỏi thì bị kick , hàng về bị vỡ , mọi người không nên mua",0,-1,-1,-1
"màu_sắc trắng sáng đúng với mô_tả đúng chất_liệu vai mong so với giá tiền thì là phù_hợp_chất_lượng , ai muốn dùng tất mỏng vừa thì nên mua .",0,1,-1,-1
sách đẹp nhưng giao hàng hàng lâu quá,2,-1,0,-1
chất_liệu vải đúng với mô_tả không màu_sắc đúng mua 10 đôi mà rách 7 đôi,0,-1,0,-1
quạt mini cầm tay màu trắng có sap thơm dùng mát với độ dài pin lâu nhưng mua 2 loại thấy màu hồng_khỏe và mát hơn,2,-1,0,-1
"không dính được mặt bàn , không định_vị được . nói_chung là chán không dùng được",0,-1,-1,-1
quạt mini cầm tay ptluxury tích điện 5 chế_độ chế_độ có màn_hình hiển_thị siêu đẹp hàng cao_cấp,2,0,-1,-1
chất_lượng sản_phẩm tệ sản_phẩm tệ . sản_phẩm lỗi sạc không vô pin . nhắn với cửa_hàng thì cửa_hàng không hỗ_trợ . trả_lời cho có thất_vọng,0,-1,-1,0
"đúng với mô_tả đúng chất_lượng sản_phẩm tốt quạt siuuu đẹp luôn , cửa_hàng đóng hành ổn chắc_chắn , có tặng kèm cả miếng sáp thơm lém , mà mn nhớ nhấn_mạnh vô nha không là rớt ra đấy",2,-1,-1,-1
đúng với mô_tả giống mô_tả chất_lượng sản_phẩm tốt cửa_hàng đóng_gói cẩn_thận giao hàng hàng nhanh giá_thành hợp_lý,2,2,2,-1
"tb gia_đình trái dấu hài_hước , xúc_động ! đón xem ông phi_hoàng hải và bà ánh kiều anh với mối quan_hệ tuồng chèo giữa vợ và chồng , đôi_khi trở_thành gia_vị đặc_biệt của đời_sống gia_đình hiện_đại . phim phát_sóng lúc 20h00 thứ 2 , 3 , 4 trên tv360 tại http s . viettel . vn gdtd . chi_tiết lh 18008119 0đ . trân_trọng .",0,-1,-1,-1
công_dụng chống trào cho bé chất_liệu vải mềm hơi thất_vọng vì quá mềm và mỏng và thấp hơn trong quảng_cáo .,0,-1,-1,-1
đúng với mô_tả cái máy lỏng_lẻo lắm nha trời say thì mạnh mà nó lỏng như muốn xúc ra_vậy ghê lắm,-1,-1,-1,-1
độ nhanh tôi thấy nước sôi rất nhanh chỉ trong vài phút là xong chất_liệu inox sáng bóng và chắc_chắn cầm nắm cũng an_toàn thiết_kế thiết_kế sang_trọng có_thể xoay 360 độ tiện_lợi khi sử_dụng rất tốt,2,-1,2,-1
chất_lượng sản_phẩm dùng được 1 2 lần bị hỏng nhắn_tin bên cửa_hàng cửa_hàng không trả_lời luôn,0,-1,-1,1
hàng giao hàng bị vỡ hộp,0,-1,1,-1
sản_phẩm giao hàng rất tốt . phần nội_dụng đọc mới xem chất_lượng thế_nào,2,-1,1,-1
"rất hài_lòng , sách hay , chất_lượng giấy tốt . tư_tưởng của tác_giả rất mới , rất hiện_đại",2,-1,-1,-1
giẩy nhỏ và mỏng lắm ạ . nói_chung thì tiền nào của đó rẻ mà đẹp thì làm gìii có đâu,0,2,-1,-1
"nói sao nhỉ nhưng đơn hàng này chất_lượng kém quá . bìa và mép truyện bị nhăn còn bị dính bẩn nữa . mua hàng của tiki nhiều rồi nhưng đây là lần đầu , nên cho 3 sao thôi nhé",0,-1,-1,-1
đọc siêu hay mình đọc 2 lần hay với đối chắc sẽ đọc lại lần 3,2,-1,-1,-1
"hộp nhỏ nhỏ xinh_xinh , không nghĩ hộp bé thế này , chất_liệu nhựa này cũng khá ổn_áp , sẽ ủng_hộ thêm nếu mua lần sau nữa",2,-1,-1,-1
sách giao hàng nhanh . đẹp,2,-1,2,-1
"giao hàng hàng nhanh , chất_lượng sách tốt .",2,-1,2,-1
chất_lượng sản_phẩm tệ quạt gì đâu sạt 100 rồi sài chưa được 5p là trở_lại 00 ? cửa_hàng làm_ăn kì_vậy ? ? ?,0,-1,-1,-1
đúng với mô_tả dung chất_lượng sản_phẩm tot 100 điểm . hàng xuất_sắc . 10000 điểm nên mua nha mn . chưa dùng nhiều nên cũng không biết có bền không .,0,-1,-1,-1
chất_lượng sản_phẩm rất tệ sản_phẩm_giá rẻ . tiền nào của nấy . cân_nhắc nên mua quạt nha . sản_phẩm quảng_cáo rất đẳng_cấp pin 10000mha đồ mà sạc pin đầy mà sài chưa được 60phut nữa . mình đã thử mua 2 cái . mà nói thiệt quạt nó yếu đuổi ruồi không bay nữa như đồ_chơi trẻ_em . tại mình ham rẻ nên đây là bài_học rút kinh_nghiệm,0,2,-1,-1
đúng với mô_tả không đúng với môt tả chưa khui đã dơ,2,-1,-1,-1
"kính chắc_chắn , đẹp , tự dán đơn_giản_tiện_lợi",2,-1,-1,-1
"hàng vn chất_lượng cao , có cái loại vải này hơi nóng . được cái co_giãn tốt .",2,0,-1,-1
độ tuổi sử_dụng người lớn chất_lượng sản_phẩm dùng được tư_vấn nhiệt_tình giao hàng hàng nhanh .,2,-1,2,2
chính hãng bị hàng giao hàng cho khách rất nhanh nhưng không hài_lòng cho lắm vì bình siêu_tốc y lốc rất mỏng nhựa thì có mùi cái đế để cắm nước cũng rất mỏng nhìn thì được cái đẹp mã thôi,0,-1,2,-1
"nội_dung ngắn_gọn , giọng văn nhẹ_nhàng , trích_dẫn nhiều câu nói hay , ý_nghĩa , tạo động_lực rất nhiều cho bản_thân .",2,-1,-1,-1
"dùng loại này vừa rẻ lại thích , chẳng cần phải gối cao_su đắt tiền các mẹ ạ . bé nhà em trước giờ chỉ gối khăn xô cho thấm mồ_hôi , mà bé xoay cái là khăn lại tung ra . chiếc gối có_giá bằng cái khăn mà_lại tiện_lợi xinh_xắn , cực_kì là hài_lòng . chắc_chắn mình sẽ mua thêm vài chiếc cho bé dùng dần",2,0,-1,-1
"sa n phâ mình tô tôi , giao hàng cư c ky nhanh luôn , nhưng hô ng hiê u_sao mua 2 quyê n 1 lu c ma la i giao hàng 2 lâ n , no i chung la ưng",2,-1,2,-1
"mê phim quá phải mua truyện về đọc cho biết , nội_dung 5 sao",-1,-1,-1,-1
màu_sắc mem tuoi sang đúng với mô_tả mềm mịn chất_liệu mus 4 lớp mua mỗi trước một hình mà cửa_hàng gửi đúng y chang . chất vải mịn mịn lắm . hi_vọng bé dùng không bị xơ .,2,-1,-1,-1
đúng với mô_tả đúng màu_sắc đen chất_liệu mỏng giá rẻ nên không còn gì phải lăn_tăn mềm_mỏng co_dãn hợp với người già,0,2,-1,-1
quần như mô_tả,-1,-1,-1,-1
chất_lượng sản_phẩm không đúng như giới_thiệu . giấy trơn bóng khó sử_dụng và số_lượng bọc nhỏ,2,-1,-1,-1
màu_sắc trắng tất mỏng lắm,0,-1,-1,-1
"đúng với mô_tả tot chất_liệu tot ngon bổ rẻ chất_lượng tuyệt_vời . giá_cả phải_chăng . mở ra thấy áo thơm_phức rất tốt . lần sau lại mua ủng_hộ cửa_hàng tiếp ạ . gia quá yêu_thương . ck mình mặc rất vừa . 1,68 nặng 58 kg mặc size l tốt . nhưng lại không đóng_hộp mà chỉ gói vào túi_bóng thui . không như mấy bạn đăng là có hộp vậy ak",2,2,-1,-1
xin phép ad . 220k . không sạc . máy chạy tốt lenovo s10 s . chữa_cháy sem yutube . nghe nhạc . cấu_hình thấp atom n270 ram 2g hdd 60g . pin thấy báo còn cầm phím tốt mất 2 nuc . vô bị rớt bê sức mẹ ngay gốc . khu_vực quân 8 09 414 88720 xin cảm_ơn,2,-1,-1,-1
không thấy có quà tặng đi kèm theo trong thùng . hay chỉ để vậy cho có thôi .,0,-1,-1,-1
"đúng với mô_tả chả đúng tí nào tính_năng nổi_bật rất bẩn và nứt nẻ chất_lượng sản_phẩm rất tệ , không đáng tiền hàng thì vở và xước rất nhiều và bụi có giấu hiệu đả qua sử_dụng mình có nhắn_tin với sop mà không thèm trả_lời tin nhắn của mình và không có cho mình 1 câu trả_lời về sản_phẩm của họ ? ? ? nói tóm_lại sản_phẩm rất tệ và bên bán không có tinh_thần trách_nhiệm về sản_phẩm họ bán ra",0,1,2,1
sách giao hàng nhanh . rõ_ràng . nội_dung xem sơ qua cũng ổn . phần sách nói đang tìm cách truy_cập .,2,-1,2,-1
"chất_lượng sản_phẩm kém đúng với mô_tả không đúng tính_năng nổi_bật máy say yếu , nói_chung phù_hợp với giá tiền .",0,1,-1,-1
tất đợt này hơi mỏng so với trước_kia mình mua . độ thoáng hơi cũng ít . mang dô cảm_giác hơi đổ mồ_hôi bàn_chân . nhưng rẻ thì v cũng tạm thôi,0,2,-1,-1
biết là rẻ nhưng có cần trắng đến vậy không ạ,2,2,-1,-1
tính_năng nổi_bật xay thijt xay rau cu cac thu đúng với mô_tả dung với mô ta chất_lượng sản_phẩm mua cho nguoi ta dung nên không biết ra sao,2,-1,-1,-1
"chất_liệu mỏng màu_sắc_màu vàng kem bị vàng nhiều đúng với mô_tả không đúg với mô_tả lắm màu trắng xinh nhưng hơi mỏng , màu vàng kem không nên mua , tất còn bị bẩn",0,-1,-1,-1
"mùi hương khong co mui huong đối_tượng sử_dụng tat ca moi nguoi khan giay uot thien phuc chat luong tot , rat tien loi khi su dung phu hop cho tat ca moi nguoi",-1,-1,-1,-1
máy chạy không nổi có mùi hôi như cháy mới đánh được 2 lần,0,-1,-1,-1
cây không chắc_chắn cọ mới 2 lần mút muốn rớt ra luôn rồi hình_ảnh chỉ mang tính_chất nhận xu 1234567890qwertyuiopasdfghjklzxcvbnm,0,-1,-1,-1
chất_lượng sản_phẩm kém mình mua rồi xuống rồi hầu_như là không là được quần_áo . chất_lượng sản_phẩm kém,0,-1,-1,-1
"giao hàng không đúng loại , nhắn_tin không phản_hồi",1,-1,1,-1
"giao hàng hàng nhanh , cửa_hàng đóng_gói cẩn_thận . mua được giá sale . shipper giao hàng hàng rất thân_thiện , nhiệt_tình . cảm_thấy hài_lòng . sẽ quay lại mua tiếp .",2,2,2,2
"màu_sắc trắng chất_liệu vải dày_dặn đúng với mô_tả đúng màu trắng nên dễ phối đồ , mik mua đi quân_sự giá tốt lắm ạ , mà chất_lượng tốt ai có nhu_cầu có_thể tham_khảo nha",2,1,-1,-1
chất_liệu vải đúng với mô_tả đúng màu_sắc đen trắng kem hàng đẹp lắm nha mua rất rẻ mà giao hàng hàng lại nhanh nữa 10 điểm không có nhưng nha,0,2,2,-1
đúng với mô_tả . chất_liệu trắng màu_sắc . tốt mọi người nên mua,2,-1,-1,-1
chất_liệu ổn màu_sắc trắng mình nghĩa_là giá này chắc vải cũng mỏng thôi không nha mọi người ngon ghê được giá này mà 3đôi tất nên mua bà_con ơi,0,1,-1,-1
"mùi hương s đối_tượng sử_dụng s chất_lượng sản_phẩm s chỉ vừa nhá hàng teaser đầu_tiên trong chuyến lưu_diễn toàn_cầu của blackpink mang tên deadline , nhóm đã vấp phải làn_sóng tranh_cãi gay_gắt từ người hâm_mộ xoay quanh nghi_vấn thành_viên lisa tiếp_tục bị ngó lơ . tuy_nhiên , giữa sự kỳ_vọng của người hâm_mộ , lisa nữ_thần_tượng người thái nổi_tiếng với thần_thái cuốn_hút và kỹ_năng vũ_đạo hàng_đầu lại chỉ xuất_hiện chớp_nhoáng trong vài giây ngắn_ngủi . cô không hề có một đoạn spotlight hay concept riêng như ba thành_viên còn lại . xem tiếp https r . vgt . tv rp94 lisa blackpink deadline",2,-1,2,-1
sách khá hay,2,-1,-1,-1
